country_code,cluster_no,topic_no,topics
AR,7,0,"['asistenteceo', 'asistenteremoto', 'futsal', 'estrella', 'jabon', 'higien', 'patriciaallen', 'quedateencasa', 'argentina', 'ikigaicrm']"
AR,7,1,"['saludybienestar', 'salud', 'bagu', 'esenci', 'alchohol', 'sanitiz', 'quarantin', 'sastreria', 'cierr', 'sastr']"
AR,7,2,"['cuidat', 'yomequedoencasa', 'encasa', 'desinfeccion', 'catamarca', 'reportediario', 'neuquen', 'coronavirus', 'limpieza', 'pandemia']"
AR,7,3,"['pasion', 'virus', 'riocuarto', 'domingo', 'vuelveelturf', 'caballo', 'carrera', 'elturfestrabajo', 'salta', 'protocolo']"
AR,7,4,"['farmacia', 'laplataciudad', 'laplatac', 'stayhom', 'salud', 'covid', 'quedateencasa', 'laplata', 'pandemia', 'laboratorio']"
AR,7,5,"['empleo', 'moron', 'laburar', 'avellaneda', 'wild', 'laburo', 'lomasdezamora', 'dontorcuato', 'sanjusto', 'sanfernando']"
AR,7,6,"['picadita', 'rico', 'amigo', 'sabroooso', 'familia', 'psicologia', 'infancia', 'emocion', 'cafay', 'psicoterapia']"
AR,7,7,"['contacto', 'coberturamedica', 'acasalud', 'acaestamo', 'alfombra', 'sanit', 'hogar', 'empatia', 'geriatrico', 'cuidado']"
AR,7,8,"['caba', 'emprendedor', 'foto', 'pictur', 'emprendimiento', 'emprendedora', 'coronavirus', 'covid', 'quilm', 'edit']"
AR,7,9,"['covid', 'olavarria', 'inform', 'pergamino', 'olavarriac', 'stayhom', 'jujuy', 'farmacia', 'motociclista', 'seguro']"
AR,8,0,"['lkdetail', 'integr', 'strech', 'sonax', 'santarosa', 'rupesbigfoot', 'paintprotect', 'paintcorrect', 'meguiar', 'argentina']"
AR,9,0,"['mardel', 'mardeldirecto', 'desinfeccion', 'desinfeccin', 'alcohol', 'panalera', 'perfumeria', 'amardelplata', 'panal', 'bazar']"
AR,9,1,"['desinfeccin', 'desinfeccion', 'alcohol', 'mardeldirecto', 'mardel', 'panalera', 'perfumeria', 'amardelplata', 'panal', 'bazar']"
AR,9,2,"['mardel', 'mardeldirecto', 'alcohol', 'desinfeccin', 'desinfeccion', 'panalera', 'perfumeria', 'amardelplata', 'panal', 'bazar']"
AR,9,3,"['mardel', 'desinfeccin', 'mardeldirecto', 'alcohol', 'desinfeccion', 'panalera', 'perfumeria', 'amardelplata', 'panal', 'bazar']"
AR,9,4,"['alcohol', 'desinfeccion', 'mardeldirecto', 'desinfeccin', 'mardel', 'panalera', 'perfumeria', 'amardelplata', 'panal', 'bazar']"
AT,0,0,"['finanzierung', 'viktortonchev', 'tonchev', 'interview', 'dontbeaspread', 'salzburg', 'covidkind', 'cineplexx', 'staysaf', 'seminar']"
AT,0,1,"['likeforlik', 'likelik', 'opera', 'oper', 'juandiegoflorez', 'donizetti', 'nemorino', 'ottoschenk', 'aidagarifullina', 'bertranddebilli']"
AT,1,0,"['tirol', 'blaulicht', 'gesichtsmask', 'wearamask', 'heyjuliankid', 'masken', 'bedrucktemasken', 'mundbedeckung', 'mundnasenmask', 'stoffmask']"
AT,1,1,"['opera', 'donizetti', 'aidagarifullina', 'nemorino', 'ottoschenk', 'oper', 'juandiegoflorez', 'bertranddebilli', 'club', 'dowhatyoulov']"
AT,1,2,"['afghanistan', 'philippin', 'aborigin', 'feiern', 'erstkommunion', 'musik', 'intercultur', 'video', 'indigen', 'paneldiscuss']"
AT,1,3,"['kotl', 'brother', 'patriot', 'mission', 'austrian', 'militari', 'lake', 'atters', 'kreativ', 'doityourself']"
AT,1,4,"['bengalcat', 'wtfisthi', 'ukrschul', 'studycovid', 'hndewaschen', 'dyskalkuli', 'schule', 'nachhilf', 'lernen', 'legastheni']"
AT,2,0,"['hndewaschen', 'brown', 'bobhairstyl', 'coolhair', 'bobhaircut', 'balayag', 'godark', 'beachwav', 'coolbrown', 'blond']"
AT,2,1,"['musik', 'feiern', 'erstkommunion', 'zerowasteliv', 'werkraum', 'miststck', 'zerowast', 'handwerk', 'upcycl', 'blauerplanet']"
AT,2,2,"['sunnyday', 'donauinsel', 'spaziergang', 'spazier', 'happi', 'altedonau', 'neuedonau', 'prater', 'enjoylif', 'kettenkarussel']"
AT,2,3,"['musik', 'erstkommunion', 'feiern', 'salzburg', 'schnee', 'winter', 'opera', 'ottoschenk', 'oper', 'aidagarifullina']"
AT,2,4,"['wien', 'viennaimag', 'blaulicht', 'loveit', 'thank', 'miluji', 'world', 'marketu', 'prettycoupl', 'shit']"
AT,2,5,"['babyelef', 'humor', 'ernstnehmen', 'balanc', 'yoga', 'feuerwehr', 'lfvsteiermark', 'septemb', 'nasssaug', 'sandsck']"
AT,2,6,"['pictueroftheday', 'bewegungtutgut', 'againstcovid', 'forsport', 'funni', 'event', 'tirolpacktsan', 'fuck', 'golfsw', 'golf']"
AT,2,7,"['parlament', 'nationalrat', 'parliament', 'corona', 'upperaustria', 'picoftheday', 'photographi', 'instatravel', 'travelgram', 'wanderlust']"
AT,2,8,"['blaulicht', 'tirol', 'handgefertigt', 'famili', 'handgemacht', 'selbstgefertigt', 'fattoamano', 'faidat', 'handmad', 'faidatecreativo']"
AT,2,9,"['gesichtsmask', 'help', 'hotel', 'meet', 'attheparkhotel', 'seminar', 'badenbeiwien', 'staysaf', 'masken', 'mundbedeckung']"
AT,3,0,"['gilfert', 'gipfelmess', 'schiclub', 'tradit', 'zeit']"
AT,4,0,"['musik', 'feiern', 'erstkommunion', 'austria', 'viena', 'chile', 'ffollow', 'labanda', 'strig', 'merkur']"
AT,4,1,"['samariterbund', 'ambul', 'wearamask', 'mask', 'wien', 'babygirl', 'love', 'cuddl', 'summervib', 'summer']"
AT,5,0,"['againstcovid', 'bewegungtutgut', 'event', 'forsport', 'funni', 'pictueroftheday']"
AU,0,0,"['hecookedform', 'saturdaynight', 'villalif', 'marrigego', 'iloveourlif', 'isobak', 'gaycoupl', 'foodporn', 'neff', 'perfectloaf']"
AU,0,1,"['supportloc', 'yummytreat', 'pakenham', 'grazingbox', 'schoolholiday', 'offic', 'birthday', 'wifeymateri', 'bunbohu', 'vietnam']"
AU,0,2,"['papaya', 'souffl', 'instadaili', 'uthappam', 'indian', 'vegetarian', 'breakfast', 'burger', 'melbourn', 'instagood']"
AU,0,3,"['eggbenedict', 'sydney', 'coronavirus', 'jeroxiecdiari', 'travelp', 'seeaustralia', 'jeroxiecanberra', 'travelgram', 'travel', 'traveldiari']"
AU,0,4,"['justdoit', 'thejukesealak', 'sealak', 'stillcook', 'takeaway', 'canberraloc', 'fightcovid', 'lockdown', 'chauterieboard', 'bubblebuddi']"
AU,2,0,"['maskup', 'parmanight', 'parmienight', 'janehalton', 'wakeup', 'corrupt', 'drink', 'thejukesealak', 'takeaway', 'sealak']"
AU,2,1,"['throwback', 'covid', 'melbourn', 'model', 'bore', 'skill', 'edministr', 'oceanpool', 'covidrul', 'seapool']"
AU,2,2,"['auspol', 'sydney', 'pulsefit', 'workout', 'schittscreek', 'aliashawkat', 'moiraro', 'maeyb', 'bubblepunk', 'birb']"
AU,2,3,"['melbourn', 'stillcook', 'thejukesealak', 'sealak', 'takeaway', 'posit', 'ndis', 'flexphysio', 'physiotherapi', 'positiveenergi']"
AU,2,4,"['maskn', 'movi', 'school', 'procreat', 'calvinandhobb', 'musicislif', 'livemus', 'musicindustri', 'musiccov', 'musician']"
AU,2,5,"['covid', 'broom', 'westernaus', 'australian', 'australia', 'perth', 'catsofinstagram', 'rainbow', 'build', 'melbourn']"
AU,2,6,"['tryingmybest', 'pandem', 'selfcar', 'mentalhealth', 'travel', 'vaccin', 'coronavirus', 'qantaslink', 'covidaustralia', 'sydney']"
AU,2,7,"['freegift', 'carepackag', 'australia', 'wellnesstrend', 'mentalhealth', 'facecovid', 'covid', 'saniti', 'sydneygym', 'psycholog']"
AU,2,8,"['tasmaniaart', 'wakeup', 'janehalton', 'corrupt', 'paperbackbook', 'voteblu', 'slutwhor', 'votebiden', 'valentina', 'rupaulsdragrac']"
AU,2,9,"['covid', 'bushfir', 'forestglen', 'kielmountainrfb', 'volunt', 'qfes', 'sunshinecoast', 'kielsmountain', 'diddillibah', 'catstagram']"
AU,3,0,['skateboard']
AU,4,0,"['canberrafoodi', 'canberralif', 'canberraloc', 'covd', 'fightcovid', 'friend', 'friendstim', 'visitcanberra']"
AU,5,0,"['pandem', 'mask', 'washabl', 'stopthespread', 'reuseablemask', 'reuseabl', 'coronavirus', 'fabric', 'fabricmask', 'covid']"
AU,7,0,"['nodanc', 'mask', 'graduat', 'classof', 'formal', 'prom', 'picnicinthepark', 'churchfamili', 'organist', 'safegath']"
AU,7,1,"['eyemakeup', 'eyeshadowlook', 'brow', 'modelrocklash', 'smokeyey', 'makeupclass', 'glammakeup', 'stilazzi', 'makeuplesson', 'makeup']"
AU,7,2,"['handmad', 'famili', 'positivevib', 'dinner', 'blendedfamili', 'actresslif', 'loveyou', 'actor', 'yummi', 'mother']"
AU,7,3,"['prom', 'formal', 'promdress', 'classof', 'simpleth', 'bestdayinag', 'playhard', 'waitingtogetout', 'isolationlif', 'crave']"
AU,7,4,"['landcoxpark', 'eloisecharlott', 'lovewherewel', 'mummysdayoff', 'emeliagrac', 'fridaynight', 'lockdown', 'mask', 'surpri', 'fridayvib']"
AU,7,5,"['cutefacemask', 'coronatim', 'afeatheredgypsi', 'facemask', 'covid', 'fridaytakeaway', 'sisco', 'fridayvib', 'supportloc', 'localbusi']"
AU,7,6,"['graduat', 'engin', 'lockdown', 'melbourn', 'derbi', 'westcoasteagl', 'cuddl', 'cute', 'babi', 'bestfriend']"
AU,7,7,"['makeov', 'womaninlaw', 'isol', 'bore', 'drink', 'curtin', 'graffitiart', 'beach', 'catsofinstagram', 'wefolk']"
AU,7,8,"['covid', 'model', 'sydney', 'facemask', 'cute', 'nepaliladi', 'lovequot', 'instamood', 'nepaligirl', 'lovenail']"
AU,7,9,"['brownlow', 'lockdown', 'coronavirus', 'brownlowm', 'melbourn', 'homeschool', 'covid', 'covidtest', 'foodtruck', 'walk']"
AU,8,0,"['artagainstcovid', 'flower', 'ilustracion', 'washyourhand', 'digitalart', 'bouquet', 'hand', 'womeninart', 'femaleartist', 'soap']"
BE,0,0,"['polticatil', 'jumet', 'charleroi', 'work', 'armetiss', 'liveforthestori', 'canon', 'pictur', 'belgiqu', 'school']"
BE,0,1,"['polticatil', 'colour', 'plantsaddict', 'crepe', 'marchedumidi', 'mind', 'sundayvib', 'flower', 'plant', 'loveislov']"
BE,0,2,"['topolog', 'naturallight', 'covidtopolog', 'homestudio', 'corona', 'loveislov', 'cactus', 'flower', 'marchedumidi', 'sundayvib']"
BE,0,3,"['bruxel', 'peopl', 'citi', 'lifeisstreet', 'voic', 'leicaq', 'belgium', 'coiffur', 'mesopotamia', 'mesopotami']"
BE,0,4,"['ardennesbelg', 'yourcom', 'solitair', 'affich', 'beautifulday', 'inbrussel', 'monster', 'histori', 'staystrong', 'natur']"
BE,1,0,"['selfcar', 'explor', 'love', 'shop', 'caronavirus', 'fashion', 'coucou', 'gouvern', 'vivaldi', 'actuquibrl']"
BE,1,1,"['graphicdesign', 'travel', 'snoepj', 'mask', 'color', 'flipka', 'draw', 'illustr', 'healthyfood', 'masker']"
BE,1,2,"['shihtzulov', 'emailmarket', 'team', 'kokima', 'deathrid', 'flexmail', 'archeri', 'quiz', 'lasershoot', 'teamflexmail']"
BE,1,3,"['testecovid', 'bembelga', 'comvida', 'canon', 'belgium', 'weddingdress', 'weddingday', 'winterw', 'antwerpen', 'jumet']"
BE,1,4,"['quarantin', 'concertl', 'laviedapr', 'bozar', 'wallo', 'familyfirst', 'reunit', 'thelittleth', 'reunion', 'grandma']"
BE,1,5,"['mondmask', 'club', 'speler', 'hockeyisback', 'stijl', 'support', 'histori', 'wearamask', 'praisetheday', 'sunri']"
BE,1,6,"['militair', 'staysaf', 'corona', 'explor', 'covid', 'ondersteun', 'demonstrati', 'monarchiebeu', 'evacu', 'interv']"
BE,1,7,"['postcorona', 'solidariteit', 'veerkracht', 'instagood', 'travel', 'photographi', 'travelgram', 'citi', 'beauti', 'photooftheday']"
BE,1,8,"['euco', 'balmasqu', 'arona', 'masquetissu', 'bruxel', 'photojourn', 'epaphoto', 'primeminist', 'style', 'instagram']"
BE,1,9,"['policedog', 'airportpol', 'brusselairport', 'germanshepherd', 'airport', 'drug', 'kdog', 'bruxel', 'mesopotamia', 'degrad']"
BE,2,0,"['naturephoto', 'soleil', 'lifeisgood', 'lifestyl', 'natur', 'lifecoach', 'travelgram', 'timetravel', 'life', 'time']"
BE,3,0,"['catsbeforekid', 'bengalrosett', 'lockdown', 'happybeng', 'catsofinstagram', 'catslov', 'bengal', 'bengalbeauti', 'bengalcatworld', 'bengalbabi']"
BE,4,0,"['naturephoto', 'soleil', 'lifeisgood', 'lifestyl', 'natur', 'lifecoach', 'travelgram', 'timetravel', 'life', 'time']"
BE,5,0,"['belgium', 'canon', 'weddingday', 'weddingdress', 'winterw']"
BO,0,0,"['dfaceshield', 'dprint', 'graciastot', 'makersbolivia', 'makerscovid', 'makersvscovid', 'misionanticovid', 'salvaoreja', 'salvaorejasd', 'viserasd']"
BO,1,0,"['fotoperiodismo', 'coronavirus', 'quedateencasa', 'fotoreportaj', 'photoperiod', 'soylapazbolivia', 'streetsacademi', 'streetclass', 'modernhumanist', 'urbanshot']"
BO,1,1,"['lapaz', 'fotoreportaj', 'modernhumanist', 'everydayand', 'fotoperiodista', 'coronavirus', 'myfeatureshoot', 'fotodocu', 'magnumphoto', 'dreaminstreet']"
BO,1,2,"['dissabl', 'protesta', 'covidtim', 'storytel', 'presswork', 'photojourn', 'magnumphoto', 'fotoperiodismo', 'urbanshot', 'myfeatureshoot']"
BO,1,3,"['fotoperiodista', 'fotodocu', 'spicollect', 'lapaz', 'streetclass', 'photoperiod', 'modernhumanist', 'dreaminstreet', 'streetsacademi', 'timelessstreet']"
BO,1,4,"['timelessstreet', 'coronavirus', 'streetsacademi', 'soylapazbolivia', 'magnumphoto', 'fotoperiodismo', 'photoperiod', 'urbanshot', 'quedateencasa', 'dreaminstreet']"
BO,2,0,"['pintura', 'desdehabitacion', 'cultura', 'covidbolivia', 'cochabamba', 'fotografia', 'bolivia', 'storytel', 'cuarentena', 'pandemia']"
BO,2,1,"['streetclass', 'fotodocu', 'fotoperiodista', 'spicollect', 'lapaz', 'dreaminstreet', 'timelessstreet', 'modernhumanist', 'streetsacademi', 'soylapazbolivia']"
BO,2,2,"['felizcumpl', 'fotografaslatam', 'cuarentena', 'everydaycovid', 'aislamiento', 'home', 'takeov', 'santacruz', 'photographi', 'pandemia']"
BO,2,3,"['spicollect', 'photoperiod', 'modernhumanist', 'fotoperiodista', 'quedateencasa', 'lapaz', 'timelessstreet', 'urbanshot', 'myfeatureshoot', 'magnumphoto']"
BO,2,4,"['covidbolivia', 'diadelfotografo', 'fotografa', 'minutero', 'fotografo', 'everydaybolivia', 'cochabamba', 'cuarentena', 'bolivia', 'fotografia']"
BO,2,5,"['photoperiod', 'fotoperiodista', 'fotodocu', 'lapaz', 'timelessstreet', 'spicollect', 'soylapazbolivia', 'myfeatureshoot', 'quedateencasa', 'modernhumanist']"
BO,2,6,"['cultura', 'desdehabitacion', 'fotografaslatam', 'cochabamba', 'covidbolivia', 'fotografia', 'bolivia', 'cuarentena', 'storytel', 'comedor']"
BO,2,7,"['cementerio', 'newnorm', 'cementeri', 'covidlatam', 'presswork', 'photojourn', 'pandemia', 'storytel', 'lapazbolivia', 'fotografaslatam']"
BO,2,8,"['covidfac', 'comedor', 'popularfood', 'picoftheday', 'covidtim', 'presswork', 'photojourn', 'lapazbolivia', 'storytel', 'fotoperiodista']"
BO,2,9,"['urbanshot', 'magnumphoto', 'timelessstreet', 'myfeatureshoot', 'streetsacademi', 'fotodocu', 'fotoperiodista', 'fotoreportaj', 'dreaminstreet', 'soylapazbolivia']"
BO,3,0,"['bolivia', 'coronavirus', 'gettyimag', 'picoftheday', 'soyelga']"
BO,4,0,"['usodeltapaboca', 'tapaboca', 'salud', 'bienestar', 'breathedoterra', 'medicinalherb', 'buenestarysalud', 'medicin', 'respiracion', 'bolivia']"
BO,4,1,"['novatarija', 'plasma', 'solidarydar', 'bancodehro', 'tarija', 'donant', 'filmphotographi', 'streetfind', 'natgeoyourshot', 'reportag']"
BO,4,2,"['modernhumanist', 'urbanshot', 'photoperiod', 'fotoreportaj', 'myfeatureshoot', 'soylapazbolivia', 'fotoperiodista', 'timelessstreet', 'streetsacademi', 'dreaminstreet']"
BO,4,3,"['press', 'pachamama', 'amauta', 'lapazbolivia', 'lapaz', 'fotoperiodismo', 'love', 'green', 'facemask', 'blue']"
BO,4,4,"['pitbulljean', 'oferta', 'estilo', 'salud', 'denim', 'fashion', 'sport', 'nico', 'glamour', 'hombr']"
BO,4,5,"['dprint', 'makersvscovid', 'makersbolivia', 'dfaceshield', 'viserasd', 'misionanticovid', 'makerscovid', 'ironman', 'graciastot', 'salvaorejasd']"
BO,4,6,"['sanaysalva', 'cuarentena', 'felizcumpleao', 'happybirthday', 'feliz', 'reopen', 'bolivia', 'pitbulljean', 'fotoperiodismo', 'photojourn']"
